real_data,DecisionTree,RandomForest,SVR,MLP,GRU,LSTM,SLSTM,BiLSTM,NLSTM,EMD-LSTM,EMD-SLSTM,EMD-BiLSTM,EMD-NLSTM,SWT-LSTM,SWT-SLSTM,SWT-BiLSTM,SWT-NLSTM,EWT-LSTM,EWT-SLSTM,EWT-BiLSTM,EWT-NLSTM,VMD-LSTM,VMD-SLSTM,VMD-BiLSTM,VMD-NLSTM,SSA-PLSTM,SSA-SLSTM,SSA-BiLSTM,SSA-NLSTM,iTransformer
0.5921556,0.2128484,0.330435942,0.255310625,0.230074093,0.28814617,0.29016232,0.2777918,0.2966533,0.23847055,0.616520773,0.743597494,0.665863992,0.608230708,0.5407829,0.522331,0.5383554,0.5234425,0.405259207,0.382221435,0.412265998,0.365104641,0.552176649,0.527689456,0.566599707,0.472808994,0.528492061,0.5148611,0.568028248,0.526554616,0.17240258
1.283305,1.38298,0.463829436,0.494095909,0.309938274,0.5469311,0.5501139,0.5453057,0.55112684,0.51839435,1.076720744,1.110050174,0.986132914,1.06052435,0.99480313,0.9469183,0.95770454,0.9491268,0.649122779,0.657603739,0.687873718,0.696964735,0.838121923,0.893452873,0.840254946,0.776261225,1.248394224,1.273789871,1.248495161,1.284911419,0.49437806
0.975539,0.3967383,0.831403882,0.854923361,0.88144999,0.818844,0.8312558,0.7998921,0.86217266,0.8631241,1.069316817,0.939914982,1.081775243,1.024278911,0.83092415,0.7947274,0.82910955,0.8757795,0.891525815,0.957103504,0.90846222,1.07635875,0.81217653,0.871944705,0.806885952,0.723169656,0.921520275,0.898400796,0.93532599,0.906697626,0.9551982
0.3515034,0.2073118,0.321340978,0.31889248,0.230031497,0.3561483,0.40232956,0.4010357,0.43466005,0.3966838,0.522436123,0.614513381,0.582002282,0.512921589,0.37086874,0.37518525,0.4601102,0.40178344,0.405594199,0.397462694,0.395153569,0.301503139,0.360318384,0.513831402,0.428520657,0.389199796,0.330631995,0.337378064,0.364647973,0.342285643,0.60852665
0.3493734,0.4503816,0.420588834,0.325770517,0.347830681,0.30188128,0.2894998,0.27910316,0.28014147,0.28675592,0.271785123,0.299212348,0.317254723,0.197244317,0.34944582,0.35570136,0.3477315,0.34360468,0.271266018,0.308421783,0.299638146,0.326428854,0.328877818,0.325324532,0.362111714,0.254970311,0.302693312,0.317904944,0.301035262,0.336492064,0.38245332
0.3795151,0.1697966,0.298395336,0.278741745,0.257822958,0.31655592,0.33361512,0.3312846,0.32427123,0.28311792,0.209071927,0.195520841,0.230866595,0.180238464,0.34110788,0.3438429,0.3528752,0.34210435,0.307238897,0.309451406,0.305236661,0.30225888,0.315716702,0.330543183,0.344997331,0.296127561,0.387838185,0.381465645,0.40268409,0.368199179,0.3219285
0.2728984,0.4364419,0.450930414,0.3484001,0.248086677,0.32374874,0.33543658,0.33041745,0.32916933,0.30503467,0.185985119,0.181008472,0.179653936,0.173314267,0.27611947,0.27899173,0.29373357,0.27881405,0.298173972,0.307287764,0.305228114,0.311214073,0.211973076,0.277299233,0.264722163,0.27918092,0.251331249,0.257683909,0.252152807,0.250293995,0.41835147
0.1277067,0.225315,0.271370276,0.270801832,0.227574336,0.24158993,0.24295121,0.23499686,0.24703766,0.20825346,0.222199894,0.242129145,0.233191466,0.22320154,0.17580369,0.19055082,0.17740628,0.1769866,0.223871039,0.221237955,0.228847216,0.233141533,0.135914027,0.153349832,0.177206512,0.164837736,0.121593489,0.128526816,0.122512791,0.110756443,0.30018345
0.1199184,0.1529568,0.122062894,0.200592916,0.167804827,0.12649928,0.11821666,0.1141521,0.13370655,0.08534002,0.248603016,0.29101006,0.252796437,0.217660774,0.11654185,0.12423684,0.11550395,0.11073671,0.121029398,0.095680415,0.104191258,0.086150431,0.071215469,0.102551757,0.150417385,0.122652286,0.12971713,0.113017083,0.126579073,0.099634281,0.12287257
0.0940917,0.0979633,0.155686126,0.134608299,0.028515073,0.11384247,0.10244441,0.10220593,0.116037354,0.081291616,0.256919078,0.242533105,0.274456686,0.229656428,0.09115763,0.08340661,0.11132796,0.09918985,0.115839421,0.097192376,0.099293433,0.09819132,0.008733662,0.05030384,0.089014615,0.067683744,0.089399315,0.09741437,0.123011083,0.080870889,0.10662868
