real_data,DecisionTree,RandomForest,SVR,MLP,GRU,LSTM,SLSTM,BiLSTM,NLSTM,EMD-LSTM,EMD-SLSTM,EMD-BiLSTM,EMD-NLSTM,SWT-LSTM,SWT-SLSTM,SWT-BiLSTM,SWT-NLSTM,EWT-LSTM,EWT-SLSTM,EWT-BiLSTM,EWT-NLSTM,VMD-LSTM,VMD-SLSTM,VMD-BiLSTM,VMD-NLSTM,SSA-PLSTM,SSA-SLSTM,SSA-BiLSTM,SSA-NLSTM,iTransformer
0.11908,0.1604483,0.117656968,0.108671721,0.136401699,0.10969132,0.110915996,0.10148457,0.11435751,0.11273642,0.101358719,0.09720784,0.096670921,0.095951875,0.22510256,0.21220213,0.21716627,0.23106606,0.07092144,0.074440429,0.07188295,0.068545752,0.049921052,0.078158585,0.077135798,0.064257167,0.114635747,0.120174136,0.118511658,0.123153076,0.10756645
0.086185,0.1258733,0.11960384,0.111382177,0.128078706,0.11543367,0.11745084,0.108414754,0.12061987,0.120170854,0.096257147,0.092316769,0.091837046,0.093345867,0.17321388,0.1629417,0.16346908,0.1744373,0.077022793,0.07989214,0.07703921,0.072759253,0.04237779,0.077771543,0.076824136,0.06134428,0.083046887,0.089804727,0.086664858,0.094416111,0.11211161
0.0937567,0.1156883,0.08828194,0.092937196,0.087865882,0.0995294,0.101570755,0.08876993,0.10341716,0.09547153,0.097357995,0.095980161,0.092636083,0.08750631,0.113396406,0.11094101,0.107636355,0.11584053,0.065151221,0.067475179,0.061670303,0.058342627,0.033967151,0.070148109,0.062073612,0.056430043,0.084008443,0.090256632,0.09209433,0.097779078,0.09160983
0.0824583,0.1070534,0.105542172,0.090866908,0.098198714,0.10078316,0.10023159,0.0888629,0.10630066,0.09575954,0.084630446,0.082515551,0.078586992,0.08768276,0.08890607,0.08889451,0.085531525,0.08773184,0.064550514,0.064932573,0.066561652,0.064439159,0.052611268,0.084153663,0.081760857,0.068378764,0.079224249,0.087543162,0.08353466,0.09210142,0.091448575
0.0732117,0.1204634,0.104598194,0.087309014,0.09148933,0.09299215,0.09173826,0.08041805,0.09839671,0.08643967,0.070138887,0.072621853,0.067339197,0.074339909,0.08129775,0.08115511,0.079529725,0.08325417,0.063659761,0.065863918,0.062602299,0.061578745,0.038879163,0.072762462,0.062578359,0.059775403,0.070920125,0.077926802,0.074850072,0.081981275,0.08962158
0.0652717,0.0652734,0.06986711,0.073840724,0.07200196,0.08464597,0.08308976,0.07238527,0.09035015,0.076964386,0.054055165,0.057151101,0.052930752,0.061794016,0.07344345,0.07392171,0.07172485,0.07276987,0.062542363,0.06527417,0.060646875,0.05370261,0.050054934,0.073315008,0.066316305,0.058972331,0.060716139,0.070893484,0.065648926,0.074685834,0.07733209
0.06683,0.0748232,0.073027032,0.070964755,0.069268275,0.07568317,0.07335486,0.06326605,0.07906597,0.06964149,0.039912581,0.044486278,0.040742248,0.047163475,0.07065684,0.073193416,0.069693945,0.07235037,0.056855353,0.060081171,0.053897449,0.050336877,0.037856513,0.059587874,0.05133825,0.046658359,0.06477046,0.074902593,0.071631479,0.075760873,0.07217296
0.0668466,0.064775,0.069066274,0.068836779,0.067464121,0.07278748,0.07015534,0.062177703,0.0753704,0.06968217,0.027435367,0.032937235,0.029584619,0.037767749,0.07022903,0.072809115,0.069915205,0.0719601,0.05501598,0.058562054,0.053318704,0.052151749,0.038965933,0.052496963,0.054103971,0.03857802,0.065704858,0.076876045,0.070755451,0.074863714,0.06967326
0.0651716,0.0650901,0.068751552,0.071543339,0.064265149,0.07153392,0.069272585,0.063697696,0.074115075,0.070184186,0.027256745,0.034327147,0.03051668,0.035873955,0.0745466,0.078038864,0.073660456,0.07612746,0.056468593,0.060001014,0.056408018,0.05549432,0.059016984,0.072260006,0.076789457,0.062086318,0.061161061,0.068066118,0.064515768,0.070769243,0.06768732
0.0757933,0.0650901,0.079986398,0.069422704,0.07169479,0.07094257,0.0692376,0.06584658,0.07568403,0.0693576,0.069061505,0.076645807,0.073152502,0.060902479,0.0977821,0.10117904,0.09633138,0.09774435,0.056997645,0.05813531,0.060941115,0.052812146,0.063870591,0.070476516,0.067918759,0.058011094,0.080973552,0.087857761,0.089587319,0.088456195,0.06514926
0.20614,0.0905733,0.092274154,0.076067563,0.082523542,0.07543101,0.074074514,0.071257666,0.07930844,0.07638483,0.133955352,0.138776225,0.130122256,0.125591854,0.15269995,0.15326242,0.14885403,0.15785562,0.061212829,0.06251011,0.067890765,0.065287125,0.114382306,0.114783463,0.119783832,0.097768628,0.199524717,0.208746061,0.206967273,0.204607139,0.068611555
0.1150017,0.1070683,0.104806692,0.127327251,0.146109957,0.13904874,0.1403605,0.13675934,0.13785115,0.1584463,0.145172873,0.142026451,0.139452016,0.137872922,0.12336235,0.1234217,0.11820076,0.1276698,0.131090402,0.149628064,0.134160027,0.081965901,0.05467736,0.07541352,0.08839005,0.053471216,0.123797815,0.134957062,0.120936972,0.125204854,0.13139911
0.0702784,0.1264983,0.164156226,0.107023089,0.12551981,0.11510203,0.12290284,0.12370722,0.11364478,0.13204895,0.124396173,0.128782405,0.12170086,0.134540673,0.08737178,0.08898024,0.082211725,0.09446487,0.10005269,0.099403835,0.092591875,0.092444253,0.033457368,0.070126072,0.071770199,0.058759946,0.056877602,0.06109829,0.063091601,0.070957606,0.12107019
0.0778467,0.0504084,0.07960154,0.075638212,0.088601529,0.09485006,0.09816553,0.09191004,0.09752789,0.0895769,0.048807512,0.063914125,0.038953207,0.087468619,0.075317346,0.08341956,0.06622833,0.08640945,0.06653386,0.067894644,0.071340719,0.044430538,0.020118635,0.043647246,0.035071949,0.033106912,0.058118193,0.069588406,0.069153195,0.083971915,0.062601924
0.0696117,0.08692,0.087939,0.080851541,0.092295107,0.097222276,0.09365672,0.09061246,0.10696759,0.0833789,0.028012932,0.037875142,0.025191707,0.062991956,0.08934756,0.08939046,0.080528036,0.085274436,0.091734939,0.087785033,0.103818408,0.072120915,0.050575005,0.075709972,0.076231086,0.061378079,0.073702314,0.075632981,0.073955286,0.084660801,0.08695903
0.0771733,0.1030833,0.08306051,0.078113082,0.114752047,0.0891135,0.08405763,0.08161587,0.102621555,0.07457459,0.153344483,0.141342223,0.154104919,0.125269117,0.09815609,0.09760309,0.10204534,0.092510864,0.091113881,0.085546671,0.093244543,0.048889067,0.057858391,0.089781919,0.069986084,0.079020121,0.083327525,0.08908384,0.080538611,0.089522956,0.09224647
0.1502066,0.0635184,0.140470894,0.076119288,0.109534086,0.08521101,0.08093482,0.07719589,0.09700998,0.07710542,0.158744148,0.142473969,0.132046675,0.122410878,0.123053946,0.11975111,0.11879412,0.1210953,0.080975691,0.078057317,0.085065252,0.060236022,0.083368766,0.099732233,0.080525116,0.083675763,0.145052529,0.157102525,0.153054433,0.150962383,0.069915
0.0855867,0.069435,0.161330764,0.127181237,0.222734589,0.116743386,0.116926156,0.1144964,0.122069135,0.13141367,0.046168832,0.055369504,0.051970392,0.069190448,0.10604842,0.11627795,0.10631293,0.11476591,0.097002295,0.101115757,0.108807091,0.102028962,0.088594216,0.119049069,0.117290889,0.099830417,0.092631273,0.102870633,0.092398822,0.095008496,0.11179308
0.0925033,0.1252916,0.128748006,0.08956979,0.090304453,0.089786015,0.092149496,0.08760822,0.08054881,0.09887217,0.105163949,0.105891735,0.106959673,0.089901326,0.12496783,0.12338059,0.11982997,0.1259013,0.072418505,0.081871863,0.060245128,0.07029827,0.067320242,0.082842405,0.076004326,0.069793908,0.092562789,0.098337142,0.10668099,0.093963336,0.0835057
0.2691067,0.0991383,0.120369846,0.086290087,0.096930776,0.095668375,0.09732156,0.08943057,0.09526936,0.095920086,0.192338361,0.187323487,0.191987206,0.166938651,0.19004723,0.18676198,0.18214236,0.19890942,0.070917492,0.06679414,0.08294643,0.072446167,0.189384847,0.176807652,0.190152877,0.146366892,0.237997729,0.24250348,0.246639193,0.245675847,0.07590623
0.100745,0.1018233,0.255150654,0.161805845,0.140536027,0.18824093,0.1864925,0.18548025,0.18522336,0.20444846,0.197008685,0.178554613,0.176191961,0.2001266,0.15958701,0.15250975,0.15085168,0.1625544,0.185975087,0.209359511,0.18658186,0.13049744,0.134192285,0.150254325,0.168769176,0.130549353,0.123059858,0.132914452,0.115343575,0.133759356,0.17829464
0.1961,0.11025,0.128995954,0.101919228,0.124806329,0.1316654,0.13640837,0.12899248,0.13060357,0.13293122,0.103538685,0.128358796,0.107414301,0.132067242,0.18779214,0.15908635,0.18719074,0.1826192,0.125737802,0.121519075,0.125925443,0.111361621,0.184577418,0.19075297,0.188183412,0.182862731,0.169997631,0.166122408,0.18393365,0.185099668,0.14750363
0.2656634,0.1282984,0.20359382,0.172976836,0.165219715,0.18296924,0.17764379,0.17998488,0.17167534,0.20724656,0.223902142,0.193679436,0.20096751,0.205813614,0.22246417,0.22661018,0.20257497,0.23810464,0.151472263,0.156215829,0.163278768,0.185483638,0.212496304,0.203729268,0.206807196,0.18077394,0.247021676,0.259005274,0.259042094,0.257374265,0.118001595
0.1156933,0.466545,0.217699076,0.216394907,0.244659905,0.24062222,0.23335758,0.24858761,0.24262863,0.23051126,0.183610369,0.184581595,0.179084312,0.206055728,0.1477395,0.16549414,0.151489,0.16668089,0.186513619,0.176470743,0.185311685,0.118570479,0.134110358,0.143514376,0.172776083,0.128530992,0.131189955,0.128598816,0.133049072,0.135317935,0.22208114
0.1070433,0.1222067,0.153566382,0.12151501,0.077845668,0.18222837,0.17695336,0.1490602,0.1757015,0.14899004,0.158020519,0.160778305,0.155445795,0.143992626,0.14470276,0.10906777,0.13552503,0.1338483,0.144995153,0.140274588,0.135961015,0.101908991,0.112625217,0.109980039,0.120224812,0.113058458,0.082444264,0.080149417,0.085443471,0.107206717,0.14649594
0.1243433,0.0948717,0.130716552,0.122358416,0.10434784,0.17787363,0.16247097,0.16524425,0.17285338,0.14963035,0.152021631,0.134031701,0.13247648,0.129641556,0.14629795,0.14483032,0.13279676,0.16101973,0.144992608,0.129628575,0.159280286,0.101849911,0.140533557,0.125713132,0.134925973,0.112415124,0.12004697,0.123230817,0.135333767,0.135703701,0.095791794
0.2088217,0.09226,0.11737658,0.12454723,0.23428422,0.1750683,0.15702161,0.15972987,0.17381194,0.12943648,0.148748901,0.13964546,0.142442546,0.12801296,0.19723481,0.18118727,0.19121476,0.18498388,0.141503934,0.13099504,0.140751136,0.122717845,0.168794003,0.16436715,0.175192657,0.158925816,0.21603154,0.21426171,0.210741388,0.215756866,0.1535771
0.13089,0.3812251,0.237791042,0.190687947,0.202171894,0.20297867,0.20331031,0.21571,0.2155705,0.20116822,0.17881519,0.160478618,0.165257764,0.167851579,0.15361962,0.15060519,0.1563167,0.15670286,0.166064551,0.160105935,0.159863287,0.18132964,0.126640228,0.119382612,0.149730943,0.12038936,0.145767392,0.147626501,0.137998338,0.140878836,0.18411532
0.09487,0.1135734,0.152925362,0.136806354,0.139504226,0.16120075,0.16245776,0.1417903,0.16914234,0.13511384,0.210453616,0.209731264,0.206797984,0.193478143,0.11964156,0.12378961,0.10648551,0.13334891,0.178189978,0.179284408,0.170992355,0.162981473,0.130021195,0.128420068,0.138389792,0.137453881,0.080185951,0.090984565,0.095824445,0.094790596,0.14037375
0.1062433,0.054425,0.106228816,0.099811429,0.112799894,0.12010747,0.11835504,0.093119435,0.11709245,0.10624025,0.031167542,0.075589428,0.038820838,0.089935917,0.106574915,0.09428865,0.105658315,0.11481868,0.14676479,0.140675575,0.145177209,0.118454181,0.057351441,0.046651572,0.045487489,0.038613564,0.092793366,0.09798184,0.101566907,0.108892197,0.10438337
0.0939867,0.0967667,0.106838106,0.103310451,0.09449309,0.12208725,0.11032234,0.107351504,0.12377802,0.11099731,0.037632065,0.040890281,0.033233742,0.079375398,0.10676039,0.10174598,0.10619916,0.112015165,0.144867961,0.132289281,0.158487267,0.140178116,0.079579999,0.079999235,0.106334613,0.043604486,0.103173712,0.109431215,0.105471648,0.108654834,0.10829512
0.1150767,0.1070534,0.109168754,0.096117747,0.088027839,0.11676373,0.108568564,0.096334904,0.12546988,0.09645488,0.308725794,0.32256706,0.333731733,0.313010009,0.114969075,0.10633898,0.113208294,0.11179375,0.175704828,0.163614178,0.194828825,0.161712093,0.014688504,0.035623273,0.027152208,0.027923977,0.104116324,0.112987673,0.102352313,0.114965324,0.109903924
0.109995,0.1067649,0.108222242,0.108560975,0.112562919,0.118494645,0.1133947,0.103466414,0.12644768,0.11230726,0.150974878,0.150916441,0.115088464,0.159171802,0.116679646,0.11259469,0.114582986,0.12048879,0.186564266,0.186764387,0.219896675,0.166081527,0.121176631,0.13060134,0.132718073,0.116421745,0.109588458,0.117218425,0.111253745,0.118868943,0.100865155
0.1185033,0.111695,0.111296762,0.110456479,0.156835269,0.10869026,0.10729773,0.09561648,0.11115011,0.1101782,0.101878446,0.121791826,0.10802831,0.13638898,0.13266613,0.13050349,0.13111576,0.13876702,0.190739022,0.194708189,0.223358615,0.177580356,0.128608061,0.153445534,0.131092704,0.140904329,0.123536526,0.127741157,0.127932126,0.129378857,0.105215944
0.1765849,0.105965,0.13130084,0.106993421,0.106144643,0.10954572,0.10952372,0.10042503,0.10758784,0.11844122,0.007193544,0.037028379,0.009541166,0.087306266,0.17352992,0.16620916,0.1682114,0.17535794,0.192830112,0.199808615,0.220710738,0.180028125,0.243133167,0.231997788,0.222123456,0.210283316,0.17653099,0.182669894,0.185447375,0.180362811,0.10542168
0.25286,0.12719,0.261203356,0.148775482,0.141412174,0.14839162,0.1508429,0.14602694,0.1526076,0.16600773,0.140356264,0.134103319,0.166528374,0.179412031,0.22239539,0.21311307,0.2137703,0.2300363,0.254019852,0.260264737,0.277590364,0.288726406,0.249058213,0.249295582,0.254223308,0.23572605,0.240241865,0.243775463,0.242308491,0.251389862,0.13505948
0.18269,0.1103566,0.179925632,0.186624332,0.260183535,0.20020013,0.20371523,0.20742366,0.20984674,0.20785706,0.250043511,0.250893062,0.222163212,0.252757518,0.22000062,0.20209554,0.21046796,0.2285897,0.278860125,0.276878482,0.30027386,0.297143614,0.200230463,0.181704804,0.194177638,0.154090203,0.188295799,0.187001071,0.18810457,0.194970688,0.18942623
0.2982217,0.286174,0.219404326,0.166200765,0.202574079,0.18715554,0.19101162,0.17937425,0.19374916,0.18658462,0.236049261,0.251077199,0.227837933,0.241296873,0.2676808,0.2471184,0.2564707,0.25529578,0.247722414,0.245172026,0.28053295,0.274027023,0.28166591,0.250363744,0.29244757,0.269508812,0.249933882,0.22667038,0.259173311,0.268281186,0.15211537
0.1942384,0.14518,0.236721946,0.271717792,0.225966611,0.27329406,0.26293594,0.2784133,0.2814322,0.28231087,0.059143558,0.053629355,0.040946478,0.033153517,0.33594042,0.32312086,0.31665194,0.3646111,0.324754214,0.329616426,0.360416086,0.339734296,0.299158792,0.276435073,0.298251177,0.262442341,0.22808055,0.197590215,0.252786416,0.253171588,0.2004231
0.807223,0.2818249,0.22981696,0.238514218,0.247689168,0.27352688,0.253003,0.243665,0.28845152,0.21279024,0.46627364,0.521015881,0.466021085,0.551396954,0.6017371,0.5485335,0.64810956,0.6092725,0.287093872,0.218804479,0.322088109,0.278940742,0.564471515,0.574771219,0.654546019,0.555672944,0.747438391,0.716908728,0.762903981,0.763663263,0.21514122
