real_data,DecisionTree,RandomForest,SVR,MLP,GRU,LSTM,SLSTM,BiLSTM,NLSTM,EMD-LSTM,EMD-SLSTM,EMD-BiLSTM,EMD-NLSTM,SWT-LSTM,SWT-SLSTM,SWT-BiLSTM,SWT-NLSTM,EWT-LSTM,EWT-SLSTM,EWT-BiLSTM,EWT-NLSTM,VMD-LSTM,VMD-SLSTM,VMD-BiLSTM,VMD-NLSTM,SSA-PLSTM,SSA-SLSTM,SSA-BiLSTM,SSA-NLSTM,iTransformer
0.0743183,0.0777434,0.080085464,0.079310762,0.07545296,0.0746087,0.07443907,0.06973452,0.08121789,0.07794933,0.082805753,0.083345233,0.087865668,0.084669034,0.13481742,0.13520308,0.13886069,0.13561948,0.076980003,0.090519567,0.071373712,0.088285508,0.094298645,0.088763344,0.096509118,0.081752908,0.075689248,0.074472886,0.073472326,0.073240351,0.07249939
0.0803484,0.0769767,0.082168544,0.080508638,0.077683582,0.07702025,0.07687552,0.07187042,0.083468474,0.07972069,0.084581082,0.078975782,0.0840335,0.08196142,0.11762536,0.11632156,0.11913518,0.118199304,0.078698767,0.093326137,0.072747994,0.094804083,0.09428157,0.089328966,0.098830192,0.084820555,0.082746466,0.082129775,0.080027066,0.0793267,0.07497067
0.07671,0.0732683,0.077131672,0.082829626,0.078619253,0.08331629,0.082957365,0.07773459,0.0887606,0.084088676,0.083038449,0.081573555,0.086850732,0.082206074,0.08281503,0.083671734,0.08514574,0.0869052,0.083387636,0.097245218,0.076719249,0.097066505,0.088788987,0.079006943,0.093951236,0.081277681,0.079240716,0.079115328,0.076447699,0.0771266,0.0761442
0.0715016,0.070245,0.071700166,0.079210048,0.072819473,0.08001863,0.079250485,0.074088186,0.08446286,0.0809512,0.073167894,0.069762263,0.074871356,0.07424098,0.06965934,0.07112189,0.07347433,0.07399265,0.078447244,0.092403655,0.072271182,0.09184364,0.078796791,0.069971527,0.08450371,0.075284814,0.072286359,0.071767738,0.069761988,0.07113862,0.07466621
0.0714483,0.07072,0.071026878,0.077794171,0.070496886,0.0744004,0.07382524,0.06913725,0.079043105,0.076763004,0.073638687,0.071715938,0.076160296,0.073793853,0.06750873,0.06884888,0.072680175,0.07152626,0.073597382,0.089685773,0.068113035,0.088024731,0.070587126,0.065448093,0.076024415,0.069635095,0.07205709,0.071296377,0.070033404,0.070740249,0.071849614
0.07095,0.07072,0.071249002,0.079224819,0.072219742,0.07407462,0.0737644,0.068991594,0.07988974,0.07715934,0.07899709,0.076181856,0.080935047,0.078913114,0.06803085,0.06876907,0.07308074,0.07210135,0.074811349,0.090314501,0.068743152,0.089313513,0.070685105,0.065002669,0.074487761,0.0697672,0.07293525,0.071890676,0.070938935,0.070795799,0.071769565
0.0736767,0.0777434,0.081140798,0.078709876,0.074371223,0.07360096,0.0733257,0.06820104,0.08013186,0.07729534,0.07473824,0.06960498,0.075800372,0.072787075,0.06963986,0.07029265,0.074801944,0.07351248,0.073789955,0.088353471,0.067483421,0.08748622,0.072454219,0.072502907,0.075471466,0.075072485,0.075594879,0.074613363,0.072890547,0.07281353,0.071923114
0.0781783,0.0718567,0.075806142,0.080192034,0.076497516,0.07620535,0.07600372,0.07070828,0.08261408,0.07918686,0.082913671,0.081485297,0.086277696,0.083360519,0.07223153,0.07302858,0.07632376,0.076408856,0.075471378,0.090797955,0.068999221,0.091816526,0.073630323,0.076177474,0.076320662,0.076950607,0.080081135,0.079482619,0.077085835,0.07730841,0.073976114
0.07764,0.0732683,0.07451131,0.081391008,0.076250528,0.08098014,0.080570295,0.07509933,0.0865547,0.08241175,0.084283846,0.08088718,0.08567685,0.082787232,0.0727705,0.07389379,0.0758349,0.07763798,0.0786279,0.093271019,0.071707094,0.094061196,0.076633472,0.078015364,0.078687944,0.078296745,0.079957518,0.079756187,0.077033518,0.07750903,0.074527025
0.0714216,0.0735167,0.072473906,0.079997975,0.074487447,0.08074635,0.080028966,0.07463358,0.08531988,0.08169984,0.077053706,0.073994933,0.079477977,0.075521019,0.06978948,0.071255125,0.07347926,0.07447845,0.076725869,0.091635225,0.06990971,0.092268287,0.072339563,0.075534767,0.074314193,0.075605362,0.072747936,0.072300598,0.070026116,0.071355111,0.07496668
0.07103,0.07072,0.070734718,0.077460164,0.069657325,0.07438682,0.073715225,0.06875019,0.07905247,0.07682663,0.07271672,0.069561952,0.075012911,0.073147472,0.06719356,0.06858331,0.07216089,0.07134305,0.070718484,0.086866257,0.064709406,0.085526819,0.068303295,0.07157001,0.070053877,0.069830332,0.07142502,0.070630147,0.069208189,0.070197162,0.0715891
0.071005,0.070685,0.072511016,0.078842661,0.07175868,0.073552474,0.07321663,0.06837105,0.0792185,0.076739006,0.07433482,0.071134699,0.076115624,0.074060288,0.067465894,0.06841262,0.07252144,0.07172789,0.07121294,0.087894649,0.064957607,0.08832031,0.07441513,0.076092818,0.075710295,0.074487666,0.073077991,0.072111785,0.070964729,0.070792157,0.07129366
0.072435,0.07753,0.076009958,0.078737551,0.073592007,0.073590584,0.073296666,0.06808671,0.08005053,0.077282816,0.084311602,0.082357113,0.08685841,0.084216432,0.06907169,0.069741115,0.07415848,0.07312457,0.071071979,0.086399,0.064451245,0.0858037,0.076574338,0.078746726,0.077048773,0.076624765,0.074372946,0.073379694,0.071706107,0.0717522,0.07171061
0.078335,0.0777434,0.07926044,0.079315583,0.075406035,0.07492047,0.07467758,0.06929181,0.08138591,0.07830205,0.080583461,0.075946245,0.081616666,0.079756759,0.07185748,0.07262368,0.07629741,0.075863466,0.071327816,0.08721642,0.064653182,0.088807996,0.079329155,0.081723035,0.080106818,0.078480599,0.080004421,0.07930799,0.076983242,0.077134827,0.072764836
0.07798,0.0732683,0.075729532,0.081823603,0.077240544,0.08104148,0.080683745,0.07518434,0.08674111,0.08255941,0.074280363,0.070835101,0.076832556,0.07410465,0.07307897,0.0741271,0.07612525,0.07802836,0.076090893,0.091835986,0.068823785,0.093795837,0.084321284,0.084069787,0.08497916,0.081105262,0.080561559,0.080390111,0.07756406,0.077934699,0.07495927
0.0719733,0.0735167,0.072673104,0.080111923,0.074311278,0.08111085,0.08036771,0.07484278,0.08576187,0.08202804,0.086615568,0.08649457,0.090308673,0.08704115,0.070150666,0.071595855,0.073593974,0.07488509,0.074086264,0.089230222,0.066874996,0.090437055,0.076586042,0.077128171,0.077439548,0.075917341,0.073331394,0.072892335,0.070521177,0.071880171,0.07515805
0.0712167,0.0706767,0.071955914,0.077588517,0.070149588,0.074948005,0.07424897,0.06923517,0.079475164,0.07719166,0.082052912,0.077948181,0.082647927,0.079987217,0.067381494,0.06888281,0.07226365,0.071616724,0.068245313,0.085215952,0.061898768,0.085181129,0.075187798,0.075381562,0.076798376,0.073176,0.071693407,0.071000121,0.069362366,0.070409378,0.07162016
0.0707833,0.070685,0.07249158,0.078886146,0.071367159,0.07377778,0.07340351,0.06854473,0.07929024,0.07681569,0.074439409,0.070905227,0.076733167,0.076357038,0.06746085,0.06842825,0.072435014,0.07171056,0.068333583,0.085578282,0.061816959,0.086174305,0.080257197,0.078125727,0.081212866,0.076495861,0.072625336,0.071661629,0.070543857,0.070562695,0.071363114
0.0727,0.0777434,0.078105566,0.078600143,0.073227795,0.07338422,0.0730715,0.06789971,0.07977635,0.077084474,0.070848617,0.066783617,0.072402174,0.073276924,0.06900886,0.06971447,0.07419676,0.073041245,0.068149332,0.084341659,0.061303313,0.084696866,0.079014758,0.078792419,0.079602873,0.076838198,0.07463378,0.073602874,0.07203406,0.071951316,0.071550526
0.0780133,0.0777434,0.078978282,0.079670349,0.076065757,0.07520299,0.07497304,0.06962173,0.08168326,0.078509584,0.071670971,0.06727083,0.07331445,0.069275403,0.07158456,0.07241531,0.07604398,0.0757647,0.068752705,0.085276321,0.06178542,0.087225881,0.084771443,0.083307487,0.085938093,0.081361098,0.07969426,0.079026042,0.076682741,0.077014361,0.073334694
0.0767516,0.0732683,0.076444262,0.081750973,0.077094036,0.08074963,0.08039274,0.074894115,0.08651957,0.082340956,0.079072813,0.075439843,0.081692245,0.07310069,0.07200036,0.07318815,0.07498695,0.07714028,0.073105848,0.089447417,0.065621388,0.092164277,0.08150334,0.078885262,0.08234921,0.077923176,0.079253172,0.079024063,0.07625819,0.076840343,0.074530944
0.0700283,0.07072,0.07165387,0.079438943,0.073385928,0.07981604,0.0791052,0.07363311,0.084571466,0.08108329,0.089572758,0.087183536,0.092188713,0.082365365,0.06839333,0.07004816,0.07194308,0.07342376,0.069925952,0.085917278,0.062735326,0.087666622,0.073172189,0.072178492,0.074970467,0.072629766,0.071455961,0.070960673,0.068671308,0.070071712,0.07431372
0.0697166,0.0706767,0.070734684,0.076474623,0.068432086,0.07282661,0.07217899,0.06717528,0.07760953,0.07582216,0.086748965,0.083729778,0.088458556,0.087154509,0.06566545,0.06722355,0.07085321,0.070117295,0.063996302,0.081768749,0.057649641,0.082437525,0.075360095,0.073971687,0.077481277,0.073887863,0.070085036,0.069306631,0.067818245,0.06891092,0.070634715
0.0695767,0.070685,0.07248108,0.078016381,0.070405074,0.07201716,0.07171406,0.06673881,0.07788327,0.0758175,0.077971693,0.076364401,0.080434119,0.085835357,0.06634277,0.06719976,0.07165484,0.0706662,0.064326588,0.082239934,0.057711218,0.083530196,0.073283098,0.072755398,0.074596385,0.072133656,0.071583291,0.070475431,0.069517965,0.069295967,0.070088625
0.0728166,0.07753,0.074914054,0.077763163,0.072303842,0.07193104,0.07165761,0.066231735,0.07863839,0.07631707,0.074551051,0.073161836,0.07696953,0.084043956,0.068602845,0.069146015,0.074028105,0.07256942,0.064892774,0.081707242,0.057801677,0.08280555,0.081969279,0.080593532,0.083125642,0.079603568,0.074785494,0.07370558,0.072117017,0.071874794,0.070446424
