real_data,DecisionTree,RandomForest,SVR,MLP,GRU,LSTM,SLSTM,BiLSTM,NLSTM,EMD-LSTM,EMD-SLSTM,EMD-BiLSTM,EMD-NLSTM,SWT-LSTM,SWT-SLSTM,SWT-BiLSTM,SWT-NLSTM,EWT-LSTM,EWT-SLSTM,EWT-BiLSTM,EWT-NLSTM,VMD-LSTM,VMD-SLSTM,VMD-BiLSTM,VMD-NLSTM,SSA-PLSTM,SSA-SLSTM,SSA-BiLSTM,SSA-NLSTM,iTransformer
0.0149733,0.0146433,0.014457366,0.014488322,0.015264047,0.015610946,0.015398698,0.013863532,0.014451927,0.013381725,0.012647472,0.012424342,0.013572248,0.013499496,0.027897678,0.0275754,0.02930495,0.027866967,0.006989672,0.006705913,0.007442108,0.007018616,0.015035114,0.014920599,0.015077935,0.013966515,0.014550785,0.014244695,0.015191666,0.014588516,0.014775693
0.0136183,0.01548,0.016710768,0.016714815,0.015399265,0.016296038,0.016122831,0.017018966,0.015706195,0.01627004,0.013872632,0.013545801,0.014786682,0.014987043,0.024669483,0.024237435,0.025128923,0.025078444,0.010701675,0.008380557,0.012204321,0.008317331,0.017927772,0.018070075,0.018190157,0.017074744,0.013343314,0.012744989,0.014059038,0.013930677,0.014888275
0.0145283,0.0136133,0.013525236,0.014716964,0.014829619,0.013720512,0.013964081,0.012720991,0.014036993,0.012695033,0.012981352,0.012808518,0.013822264,0.014107315,0.015740745,0.015660556,0.016373686,0.016099459,0.006607112,0.006580486,0.007092325,0.006365747,0.019522186,0.014852586,0.019739212,0.01475757,0.013789328,0.013250216,0.013896126,0.01386273,0.014320063
0.0145783,0.015925,0.016111306,0.016288326,0.016559387,0.014825884,0.014987918,0.016503809,0.015242949,0.016211811,0.012426283,0.012326569,0.013085575,0.014016734,0.014297651,0.014223317,0.01530475,0.014755275,0.01040488,0.008674418,0.012014581,0.007350599,0.018514371,0.015457692,0.018580076,0.015579917,0.014211099,0.013597541,0.014462317,0.014063113,0.014611904
0.016975,0.014715,0.015282208,0.015796019,0.015248752,0.014242504,0.014602911,0.014781239,0.014832955,0.014161186,0.017256721,0.016449305,0.018133853,0.01728444,0.014826905,0.014890658,0.015677115,0.01514809,0.007631818,0.006892843,0.008256025,0.006933621,0.017027934,0.014697819,0.016993133,0.014290012,0.016738931,0.016116464,0.017154693,0.016087919,0.014560711
0.0156033,0.020025,0.020456132,0.018256632,0.019163347,0.01710175,0.01731502,0.019601433,0.017672626,0.019047314,0.012696115,0.013463087,0.0133809,0.015518054,0.01602286,0.015813727,0.01666265,0.01612705,0.014080387,0.013728101,0.015558653,0.011679905,0.017563743,0.017535963,0.017427903,0.01652213,0.015447852,0.014673146,0.015953652,0.014991009,0.015947659
0.0143367,0.0179533,0.015479666,0.015590778,0.015060966,0.015295012,0.015482735,0.015542736,0.015322857,0.013980771,0.017789393,0.016712432,0.018551346,0.017338254,0.014107261,0.014168698,0.015339123,0.014581883,0.006657047,0.006554264,0.006552429,0.006552992,0.019139499,0.016785169,0.018755359,0.013562229,0.013305588,0.012818252,0.013979174,0.013417292,0.015306767
0.0170283,0.0141117,0.014259068,0.015301376,0.015133953,0.014750712,0.014447192,0.015206752,0.013938561,0.014902245,0.009069623,0.010603095,0.0098131,0.01240503,0.014794638,0.015016213,0.015852034,0.015404198,0.009546877,0.00684839,0.009940773,0.007333358,0.018944061,0.012752071,0.018572412,0.015007801,0.016214256,0.015611868,0.016641968,0.015861714,0.014372429
0.016475,0.013955,0.019265814,0.018034887,0.020313705,0.017912008,0.017748965,0.019721242,0.017414106,0.018685909,0.017682541,0.016840916,0.018547303,0.017696847,0.017574267,0.017123017,0.018285295,0.017376982,0.012741041,0.009807371,0.013919096,0.008744301,0.018433841,0.016524168,0.018241538,0.017912992,0.016422785,0.015900291,0.017207544,0.016287784,0.017090132
0.019655,0.0126767,0.018313602,0.015899559,0.015551486,0.016643016,0.01682978,0.01681644,0.016209159,0.015284261,0.021556363,0.020409684,0.022460394,0.021935763,0.017191239,0.01693599,0.01839089,0.017306343,0.008967671,0.006821391,0.007896059,0.008338908,0.021315534,0.019492653,0.020659054,0.01649531,0.018455017,0.017776381,0.018922106,0.018171119,0.016006509
0.0212217,0.0167767,0.020289176,0.019972748,0.025192087,0.020763436,0.020729808,0.02334909,0.020462802,0.02256575,0.014620927,0.016027127,0.015535495,0.017870991,0.01938897,0.01950024,0.020184975,0.019638501,0.019103752,0.015214851,0.021456666,0.011821268,0.021598349,0.021434209,0.020864328,0.018979668,0.021122005,0.020217548,0.021289892,0.020138698,0.017960731
0.014405,0.0180917,0.020903764,0.020468139,0.02006273,0.021936473,0.02217391,0.023174599,0.021826683,0.020212624,0.015447001,0.014924047,0.016098624,0.016354199,0.017620489,0.017290682,0.018751508,0.017338574,0.012197737,0.010547036,0.011831939,0.011202351,0.016943929,0.016119481,0.016150589,0.015488843,0.014034209,0.01316426,0.014187449,0.01361074,0.01913276
0.0153683,0.0138233,0.014929332,0.013600912,0.014750434,0.014961187,0.01469202,0.012630325,0.014045218,0.01192951,0.012474182,0.011807429,0.013490005,0.012754111,0.01739425,0.017540662,0.01931441,0.01760097,0.007436153,0.005337242,0.006812025,0.006732039,0.01887138,0.016215274,0.018070027,0.013822104,0.013505439,0.012702393,0.013574887,0.012528076,0.015047815
0.0391917,0.018765,0.0223141,0.01752202,0.019607598,0.01741623,0.01672482,0.01871507,0.016148282,0.017978985,0.026000143,0.024750124,0.027096574,0.025329045,0.031226896,0.02782511,0.03190615,0.028380359,0.010223384,0.007276042,0.012062117,0.007859773,0.031195531,0.028429637,0.030733587,0.02802584,0.038645396,0.037841055,0.038130842,0.037762478,0.015948944
0.052625,0.220225,0.050523692,0.040828289,0.055280469,0.043207966,0.043191224,0.048268896,0.043334223,0.057616454,0.049274398,0.048943862,0.049847752,0.053692661,0.052711118,0.052783158,0.053153303,0.05435923,0.048573698,0.053544389,0.054564186,0.056880187,0.039999827,0.043696333,0.039536543,0.042914662,0.055483342,0.053657823,0.055189368,0.053189225,0.03739848
0.0499583,0.0182033,0.063364084,0.043113385,0.060892648,0.048479896,0.05066379,0.04887155,0.04916189,0.05557327,0.054017171,0.050944623,0.05346115,0.052722743,0.04934097,0.045026403,0.05008515,0.047293045,0.033506474,0.02949319,0.034717927,0.035579717,0.040180002,0.0410987,0.038342108,0.038240969,0.047971075,0.045191947,0.047574926,0.044442402,0.041588716
0.049915,0.0530283,0.05359855,0.044599758,0.071401887,0.04736439,0.047956683,0.050598133,0.048110336,0.05455456,0.046998374,0.04545508,0.045759541,0.045868805,0.046322472,0.04702359,0.048848763,0.046657033,0.046737665,0.044494309,0.052939677,0.038742363,0.038730587,0.041370548,0.03612271,0.039752739,0.046155528,0.04305654,0.044084876,0.044640673,0.034127634
