date,value
6/26/2018 18:00,0.03511
6/26/2018 18:05,0.0372783
6/26/2018 18:10,0.0358467
6/26/2018 18:15,0.0409617
6/26/2018 18:20,0.04135
6/26/2018 18:25,0.0435617
6/26/2018 18:30,0.0377567
6/26/2018 18:35,0.159332
6/26/2018 18:40,0.0349733
6/26/2018 18:45,0.046395
6/26/2018 18:50,0.0459767
6/26/2018 18:55,0.053445
6/26/2018 19:00,0.05294
6/26/2018 19:05,0.0542433
6/26/2018 19:10,0.0484383
6/26/2018 19:15,0.0482217
6/26/2018 19:20,0.044475
6/26/2018 19:25,0.0468433
6/26/2018 19:30,0.043015
6/26/2018 19:35,0.0518517
6/26/2018 19:40,0.117007
6/26/2018 19:45,0.0437517
6/26/2018 19:50,0.0320733
6/26/2018 19:55,0.032995
6/26/2018 20:00,0.0339467
6/26/2018 20:05,0.0428917
6/26/2018 20:10,0.0437117
6/26/2018 20:15,0.0475933
6/26/2018 20:20,0.0414633
6/26/2018 20:25,0.050345
6/26/2018 20:30,0.0425783
6/26/2018 20:35,0.0395233
6/26/2018 20:40,0.0366833
6/26/2018 20:45,0.20204
6/26/2018 20:50,0.198183
6/26/2018 20:55,0.273677
6/26/2018 21:00,0.265225
6/26/2018 21:05,0.188373
6/26/2018 21:10,0.0369417
6/26/2018 21:15,0.0366
6/26/2018 21:20,0.131133
6/26/2018 21:25,0.194185
6/26/2018 21:30,0.188957
6/26/2018 21:35,0.112127
6/26/2018 21:40,0.033995
6/26/2018 21:45,0.0376517
6/26/2018 21:50,0.0293017
6/26/2018 21:55,0.0321383
6/26/2018 22:00,0.0287483
6/26/2018 22:05,0.0322567
6/26/2018 22:10,0.0289017
6/26/2018 22:15,0.039605
6/26/2018 22:20,0.0384883
6/26/2018 22:25,0.0383067
6/26/2018 22:30,0.0296883
6/26/2018 22:35,0.03012
6/26/2018 22:40,0.0395383
6/26/2018 22:45,0.0386233
6/26/2018 22:50,0.041865
6/26/2018 22:55,0.04458
6/26/2018 23:00,0.0457883
6/26/2018 23:05,0.173523
6/26/2018 23:10,0.0541917
6/26/2018 23:15,0.0298167
6/26/2018 23:20,0.0322917
6/26/2018 23:25,0.0285133
6/26/2018 23:30,0.0337567
6/26/2018 23:35,0.03488
6/26/2018 23:40,0.0387333
6/26/2018 23:45,0.0334617
6/26/2018 23:50,0.03309
6/26/2018 23:55,0.02552
6/27/2018 0:00,0.0221933
6/27/2018 0:05,0.0237283
6/27/2018 0:10,0.0258783
6/27/2018 0:15,0.029085
6/27/2018 0:20,0.028495
6/27/2018 0:25,0.0260967
6/27/2018 0:30,0.0227817
6/27/2018 0:35,0.0231533
6/27/2018 0:40,0.0230467
6/27/2018 0:45,0.02385
6/27/2018 0:50,0.034755
6/27/2018 0:55,0.0290033
6/27/2018 1:00,0.0291017
6/27/2018 1:05,0.02631
6/27/2018 1:10,0.0228583
6/27/2018 1:15,0.02312
6/27/2018 1:20,0.024325
6/27/2018 1:25,0.0246567
6/27/2018 1:30,0.029505
6/27/2018 1:35,0.029385
6/27/2018 1:40,0.02847
6/27/2018 1:45,0.02456
6/27/2018 1:50,0.0243883
6/27/2018 1:55,0.0245
6/27/2018 2:00,0.02475
6/27/2018 2:05,0.0262117
6/27/2018 2:10,0.0293917
6/27/2018 2:15,0.0288833
6/27/2018 2:20,0.0272083
6/27/2018 2:25,0.0258033
6/27/2018 2:30,0.0257633
6/27/2018 2:35,0.02629
6/27/2018 2:40,0.0249583
6/27/2018 2:45,0.0277917
6/27/2018 2:50,0.0289667
6/27/2018 2:55,0.0287633
6/27/2018 3:00,0.0246983
6/27/2018 3:05,0.02439
6/27/2018 3:10,0.0245217
6/27/2018 3:15,0.0244767
6/27/2018 3:20,0.0252833
6/27/2018 3:25,0.029035
6/27/2018 3:30,0.028745
6/27/2018 3:35,0.0244583
6/27/2018 3:40,0.0220567
6/27/2018 3:45,0.0241183
6/27/2018 3:50,0.0247633
6/27/2018 3:55,0.022805
6/27/2018 4:00,0.0259183
6/27/2018 4:05,0.02934
6/27/2018 4:10,0.0288683
6/27/2018 4:15,0.0255033
6/27/2018 4:20,0.02456
6/27/2018 4:25,0.024295
6/27/2018 4:30,0.0243467
6/27/2018 4:35,0.024825
6/27/2018 4:40,0.02669
6/27/2018 4:45,0.0165967
6/27/2018 4:50,0.0163017
6/27/2018 4:55,0.0131567
6/27/2018 5:00,0.012995
6/27/2018 5:05,0.013
6/27/2018 5:10,0.0129767
6/27/2018 5:15,0.0137717
6/27/2018 5:20,0.0168467
6/27/2018 5:25,0.0163283
6/27/2018 5:30,0.0147017
6/27/2018 5:35,0.0128433
6/27/2018 5:40,0.012775
6/27/2018 5:45,0.0127017
6/27/2018 5:50,0.0127217
6/27/2018 5:55,0.01429
6/27/2018 6:00,0.016285
6/27/2018 6:05,0.0274317
6/27/2018 6:10,0.0231133
6/27/2018 6:15,0.019115
6/27/2018 6:20,0.019895
6/27/2018 6:25,0.019565
6/27/2018 6:30,0.0201917
6/27/2018 6:35,0.0242767
6/27/2018 6:40,0.0275933
6/27/2018 6:45,0.0197667
6/27/2018 6:50,0.0203067
6/27/2018 6:55,0.0151233
6/27/2018 7:00,0.0204517
6/27/2018 7:05,0.0154383
6/27/2018 7:10,0.02304
6/27/2018 7:15,0.0188567
6/27/2018 7:20,0.02411
6/27/2018 7:25,0.0146667
6/27/2018 7:30,0.0190317
6/27/2018 7:35,0.01491
6/27/2018 7:40,0.01905
6/27/2018 7:45,0.0150917
6/27/2018 7:50,0.0169233
6/27/2018 7:55,0.0170267
6/27/2018 8:00,0.01337
6/27/2018 8:05,0.0127583
6/27/2018 8:10,0.012775
6/27/2018 8:15,0.0128167
6/27/2018 8:20,0.013685
6/27/2018 8:25,0.0165233
6/27/2018 8:30,0.0162217
6/27/2018 8:35,0.0138067
6/27/2018 8:40,0.111807
6/27/2018 8:45,0.0930883
6/27/2018 8:50,0.0127883
6/27/2018 8:55,0.0128417
6/27/2018 9:00,0.017295
6/27/2018 9:05,0.0184967
6/27/2018 9:10,0.01757
6/27/2018 9:15,0.0149633
6/27/2018 9:20,0.014845
6/27/2018 9:25,0.01485
6/27/2018 9:30,0.0147783
6/27/2018 9:35,0.015855
6/27/2018 9:40,0.01851
6/27/2018 9:45,0.0198183
6/27/2018 9:50,0.0183883
6/27/2018 9:55,0.0171133
6/27/2018 10:00,0.0172583
6/27/2018 10:05,0.0177633
6/27/2018 10:10,0.0172283
6/27/2018 10:15,0.01881
6/27/2018 10:20,0.0413233
6/27/2018 10:25,0.302492
6/27/2018 10:30,0.25442
6/27/2018 10:35,0.0411617
6/27/2018 10:40,0.0323717
6/27/2018 10:45,0.0363
6/27/2018 10:50,0.03296
6/27/2018 10:55,0.0403683
6/27/2018 11:00,0.04037
6/27/2018 11:05,0.0188367
6/27/2018 11:10,0.0167133
6/27/2018 11:15,0.1358
6/27/2018 11:20,0.186517
6/27/2018 11:25,0.106965
6/27/2018 11:30,0.028665
6/27/2018 11:35,0.0334367
6/27/2018 11:40,0.106802
6/27/2018 11:45,0.113133
6/27/2018 11:50,0.111345
6/27/2018 11:55,0.07782
6/27/2018 12:00,0.02281
6/27/2018 12:05,0.0236167
6/27/2018 12:10,0.0263817
6/27/2018 12:15,0.0299933
6/27/2018 12:20,0.03004
6/27/2018 12:25,0.0296483
6/27/2018 12:30,0.0259167
6/27/2018 12:35,0.029295
6/27/2018 12:40,0.0335667
6/27/2018 12:45,0.045615
6/27/2018 12:50,0.0296917
6/27/2018 12:55,0.0268617
6/27/2018 13:00,0.0270983
6/27/2018 13:05,0.0265817
6/27/2018 13:10,0.022695
6/27/2018 13:15,0.0231417
