date,value
6/26/2018 18:00,0.124493
6/26/2018 18:05,0.121852
6/26/2018 18:10,0.116412
6/26/2018 18:15,0.110582
6/26/2018 18:20,0.0683
6/26/2018 18:25,0.0550117
6/26/2018 18:30,0.0547317
6/26/2018 18:35,0.0508583
6/26/2018 18:40,0.05377
6/26/2018 18:45,0.0555367
6/26/2018 18:50,0.0554283
6/26/2018 18:55,0.055235
6/26/2018 19:00,0.0550667
6/26/2018 19:05,0.116853
6/26/2018 19:10,0.128777
6/26/2018 19:15,0.0589767
6/26/2018 19:20,0.0797383
6/26/2018 19:25,0.144005
6/26/2018 19:30,0.191692
6/26/2018 19:35,0.142873
6/26/2018 19:40,0.11974
6/26/2018 19:45,0.119767
6/26/2018 19:50,0.114388
6/26/2018 19:55,0.109953
6/26/2018 20:00,0.10338
6/26/2018 20:05,0.095825
6/26/2018 20:10,0.102203
6/26/2018 20:15,0.053385
6/26/2018 20:20,0.0554583
6/26/2018 20:25,0.0557683
6/26/2018 20:30,0.05463
6/26/2018 20:35,0.0569933
6/26/2018 20:40,0.058935
6/26/2018 20:45,0.058785
6/26/2018 20:50,0.0606633
6/26/2018 20:55,0.0623267
6/26/2018 21:00,0.0590083
6/26/2018 21:05,0.079675
6/26/2018 21:10,0.0633217
6/26/2018 21:15,0.0628283
6/26/2018 21:20,0.0629317
6/26/2018 21:25,0.062805
6/26/2018 21:30,0.0671633
6/26/2018 21:35,0.0864417
6/26/2018 21:40,0.0852117
6/26/2018 21:45,0.0848933
6/26/2018 21:50,0.0844333
6/26/2018 21:55,0.0804867
6/26/2018 22:00,0.0790083
6/26/2018 22:05,0.07886
6/26/2018 22:10,0.078565
6/26/2018 22:15,0.07859
6/26/2018 22:20,0.07381
6/26/2018 22:25,0.0728233
6/26/2018 22:30,0.0729283
6/26/2018 22:35,0.0771633
6/26/2018 22:40,0.077315
6/26/2018 22:45,0.0774117
6/26/2018 22:50,0.0774917
6/26/2018 22:55,0.0711167
6/26/2018 23:00,0.0876483
6/26/2018 23:05,0.0894717
6/26/2018 23:10,0.0725817
6/26/2018 23:15,0.063835
6/26/2018 23:20,0.0600517
6/26/2018 23:25,0.0573617
6/26/2018 23:30,0.047055
6/26/2018 23:35,0.049225
6/26/2018 23:40,0.0483867
6/26/2018 23:45,0.0474467
6/26/2018 23:50,0.047245
6/26/2018 23:55,0.044005
6/27/2018 0:00,0.0427417
6/27/2018 0:05,0.0428417
6/27/2018 0:10,0.0430283
6/27/2018 0:15,0.04292
6/27/2018 0:20,0.0426317
6/27/2018 0:25,0.0428867
6/27/2018 0:30,0.0424483
6/27/2018 0:35,0.04722
6/27/2018 0:40,0.0469
6/27/2018 0:45,0.0467967
6/27/2018 0:50,0.0465517
6/27/2018 0:55,0.04395
6/27/2018 1:00,0.0422917
6/27/2018 1:05,0.0421333
6/27/2018 1:10,0.04213
6/27/2018 1:15,0.0419483
6/27/2018 1:20,0.0421983
6/27/2018 1:25,0.0419467
6/27/2018 1:30,0.041755
6/27/2018 1:35,0.04483
6/27/2018 1:40,0.0459667
6/27/2018 1:45,0.045725
6/27/2018 1:50,0.0455817
6/27/2018 1:55,0.0439983
6/27/2018 2:00,0.041435
6/27/2018 2:05,0.0415583
6/27/2018 2:10,0.04134
6/27/2018 2:15,0.0412633
6/27/2018 2:20,0.0411433
6/27/2018 2:25,0.040945
6/27/2018 2:30,0.04101
6/27/2018 2:35,0.0412867
6/27/2018 2:40,0.046145
6/27/2018 2:45,0.0459
6/27/2018 2:50,0.045425
6/27/2018 2:55,0.0451667
6/27/2018 3:00,0.04254
6/27/2018 3:05,0.0409933
6/27/2018 3:10,0.0412517
6/27/2018 3:15,0.04143
6/27/2018 3:20,0.0414533
6/27/2018 3:25,0.0411633
6/27/2018 3:30,0.0408483
6/27/2018 3:35,0.0408983
6/27/2018 3:40,0.0427733
6/27/2018 3:45,0.04606
6/27/2018 3:50,0.0457267
6/27/2018 3:55,0.0458283
6/27/2018 4:00,0.045745
6/27/2018 4:05,0.04175
6/27/2018 4:10,0.0414117
6/27/2018 4:15,0.0413217
6/27/2018 4:20,0.0417433
6/27/2018 4:25,0.0418133
6/27/2018 4:30,0.0413483
6/27/2018 4:35,0.0416483
6/27/2018 4:40,0.0413717
6/27/2018 4:45,0.0434967
6/27/2018 4:50,0.0455183
6/27/2018 4:55,0.045615
6/27/2018 5:00,0.045285
6/27/2018 5:05,0.045365
6/27/2018 5:10,0.0412367
6/27/2018 5:15,0.0411917
6/27/2018 5:20,0.04124
6/27/2018 5:25,0.0410267
6/27/2018 5:30,0.0409333
6/27/2018 5:35,0.0411633
6/27/2018 5:40,0.04089
6/27/2018 5:45,0.0413717
6/27/2018 5:50,0.04531
6/27/2018 5:55,0.0464033
6/27/2018 6:00,0.0464567
6/27/2018 6:05,0.0459333
6/27/2018 6:10,0.0450017
6/27/2018 6:15,0.0415267
6/27/2018 6:20,0.04154
6/27/2018 6:25,0.0415717
6/27/2018 6:30,0.0418583
6/27/2018 6:35,0.0415283
6/27/2018 6:40,0.0415617
6/27/2018 6:45,0.0416483
6/27/2018 6:50,0.0416283
6/27/2018 6:55,0.0450383
6/27/2018 7:00,0.052465
6/27/2018 7:05,0.06522
6/27/2018 7:10,0.0592283
6/27/2018 7:15,0.090255
6/27/2018 7:20,0.044865
6/27/2018 7:25,0.04421
6/27/2018 7:30,0.0431367
6/27/2018 7:35,0.0460667
6/27/2018 7:40,0.042795
6/27/2018 7:45,0.04243
6/27/2018 7:50,0.0416533
6/27/2018 7:55,0.0433083
6/27/2018 8:00,0.0458967
6/27/2018 8:05,0.0459983
6/27/2018 8:10,0.0460967
6/27/2018 8:15,0.0459267
6/27/2018 8:20,0.0428183
6/27/2018 8:25,0.041815
6/27/2018 8:30,0.041905
6/27/2018 8:35,0.0420117
6/27/2018 8:40,0.0420117
6/27/2018 8:45,0.0416467
6/27/2018 8:50,0.0419733
6/27/2018 8:55,0.0418483
6/27/2018 9:00,0.04358
6/27/2018 9:05,0.0499733
6/27/2018 9:10,0.057475
6/27/2018 9:15,0.060525
6/27/2018 9:20,0.0673283
6/27/2018 9:25,0.0677983
6/27/2018 9:30,0.0658483
6/27/2018 9:35,0.0653933
6/27/2018 9:40,0.06399
6/27/2018 9:45,0.05708
6/27/2018 9:50,0.0557683
6/27/2018 9:55,0.0556167
6/27/2018 10:00,0.0553967
6/27/2018 10:05,0.0553983
6/27/2018 10:10,0.0664867
6/27/2018 10:15,0.0577517
6/27/2018 10:20,0.04767
6/27/2018 10:25,0.04894
6/27/2018 10:30,0.0520667
6/27/2018 10:35,0.0519633
6/27/2018 10:40,0.0518133
6/27/2018 10:45,0.0480217
6/27/2018 10:50,0.0460067
6/27/2018 10:55,0.04791
6/27/2018 11:00,0.0493383
6/27/2018 11:05,0.049805
6/27/2018 11:10,0.04945
6/27/2018 11:15,0.0492867
6/27/2018 11:20,0.0499867
6/27/2018 11:25,0.06205
6/27/2018 11:30,0.05788
6/27/2018 11:35,0.0767033
6/27/2018 11:40,0.223927
6/27/2018 11:45,0.173787
6/27/2018 11:50,0.206102
6/27/2018 11:55,0.203603
6/27/2018 12:00,0.20381
6/27/2018 12:05,0.0609067
6/27/2018 12:10,0.0514083
6/27/2018 12:15,0.05116
6/27/2018 12:20,0.0508517
6/27/2018 12:25,0.0540017
6/27/2018 12:30,0.048675
6/27/2018 12:35,0.0473883
6/27/2018 12:40,0.126128
6/27/2018 12:45,0.0472883
6/27/2018 12:50,0.0471667
6/27/2018 12:55,0.0467817
6/27/2018 13:00,0.050375
6/27/2018 13:05,0.0515283
6/27/2018 13:10,0.051615
6/27/2018 13:15,0.050845
6/27/2018 13:20,0.0502567
6/27/2018 13:25,0.0500083
6/27/2018 13:30,0.0496317
6/27/2018 13:35,0.0495133
6/27/2018 13:40,0.049605
6/27/2018 13:45,0.04963
